GeneID	GSM1041191	GSM1041192	GSM1041193	GSM1041194	GSM1041195	GSM1041196	GSM1041197	GSM1041198	GSM1041199
100287102	8	9	4	8	5	9	9	8	8
653635	467	491	397	479	340	388	416	318	433
102466751	9	8	7	7	3	8	3	2	6
107985730	0	1	1	0	1	1	0	0	1
100302278	0	0	0	0	0	0	0	0	0
645520	1	1	2	1	2	2	1	3	0
79501	1	0	0	2	0	1	0	0	0
100996442	40	53	57	58	22	38	42	35	38
729737	127	153	163	148	93	126	79	59	181
102725121	14	12	7	8	7	12	14	10	11
102723897	519	563	427	526	361	418	435	346	476
102465909	7	8	6	8	5	8	3	2	7
107985721	1	1	3	1	0	1	2	1	1
112268260	25	30	18	25	13	21	11	13	14
729759	2	0	0	1	0	0	0	0	0
100132287	150	185	175	134	91	118	63	41	122
105378947	1	2	1	3	3	4	2	3	3
101928626	0	0	0	0	0	1	2	1	0
113219467	1309	1380	878	1256	1079	1211	887	1867	928
81399	5	6	5	3	4	4	2	2	1
100133331	177	196	190	138	104	120	88	55	152
107984841	31	33	46	36	26	24	11	9	22
107984847	45	65	61	41	31	33	13	10	34
107984849	6	9	7	4	3	4	3	1	2
100288069	58	58	48	38	30	31	27	17	28
105378580	18	12	29	28	17	7	28	24	29
400728	5	6	12	6	7	3	5	2	4
79854	18	32	23	24	11	20	12	23	20
643837	334	406	466	518	515	441	508	525	620
107984850	0	1	0	0	2	1	0	1	0
284593	3	3	1	2	4	4	4	4	3
284600	5	3	10	7	3	4	29	7	6
100130417	1	7	1	1	0	3	52	0	3
107985728	20	21	1	1	4	10	102	0	10
148398	279	295	122	153	291	273	501	291	412
26155	4882	4750	2444	2909	5305	5026	4910	5476	6435
339451	723	703	507	510	503	543	611	491	1042
84069	168	162	193	257	176	192	334	311	461
84808	21	23	25	32	29	27	32	40	48
57801	33	66	29	59	13	11	85	48	85
9636	464	800	935	2082	859	499	561	1548	1414
375790	2841	3438	2678	3784	2206	2101	9130	11770	9718
100288175	5	13	11	27	9	22	5	7	9
112267874	1	1	2	3	0	1	3	0	1
105378948	3	8	9	17	8	15	5	6	8
401934	0	1	0	0	0	0	0	1	0
54991	387	406	277	360	326	307	474	384	773
254099	0	0	0	0	0	0	0	0	0
406984	0	0	0	0	0	0	0	0	0
406983	0	0	0	0	0	0	0	0	0
554210	0	0	0	0	0	0	0	0	0
100506376	0	0	0	0	0	0	0	0	1
254173	0	0	0	1	1	0	0	0	1
8784	2	0	1	0	0	0	15	0	1
7293	3	3	3	6	5	6	6	7	1
51150	4348	4358	3851	4945	3787	3259	9353	9752	8289
126792	989	998	875	1131	794	652	1740	1222	2109
388581	14	24	21	17	18	19	13	4	17
118424	1587	1589	1002	1136	1412	1333	2104	2105	2690
101928895	57	67	53	52	27	27	67	79	70
6339	91	140	113	126	48	95	110	168	197
116983	1595	1740	1332	1653	1138	1196	2229	1653	2405
102465434	0	1	0	0	1	1	0	1	0
109623456	7	4	8	5	3	4	4	3	5
126789	596	567	341	511	431	431	835	592	748
54973	2204	2072	1469	1791	1613	1634	2624	1826	2666
102465435	13	13	10	16	11	7	8	14	7
80772	840	868	599	732	635	585	1339	1281	1370
83756	27	30	23	30	18	26	47	38	29
1855	2798	2918	1673	2253	2366	2593	3815	2542	3745
102466740	2	2	3	1	3	2	1	2	3
54587	3754	3935	4384	8336	2373	1885	11158	2423	4084
54998	2264	2041	1320	1598	2133	1899	2889	3552	3380
81669	3021	3144	3058	3105	2285	2215	4399	3591	5495
148413	346	351	240	328	272	275	452	435	466
55052	1346	1171	838	900	1294	1156	1816	2044	1933
107984868	1	2	1	2	0	0	2	1	0
441869	1	1	0	1	0	2	0	0	8
105378585	0	0	0	0	0	0	0	0	1
643965	0	0	0	0	0	0	0	0	0
102724312	0	0	0	0	0	0	1	0	0
107985729	0	0	0	0	0	0	0	0	0
64856	5	4	14	8	2	0	168	6	156
219293	121	120	78	76	102	102	226	148	271
83858	1862	1847	973	1030	1830	1693	1923	1355	2601
55210	2539	2306	1463	1660	2231	2068	2566	1192	2887
339453	25	13	26	35	11	7	54	24	67
29101	2971	2935	2252	2806	3149	2617	3459	3778	4364
643988	350	334	410	410	214	207	971	139	1010
105378586	18	19	20	25	11	8	28	5	35
142678	950	1026	828	1242	771	715	1523	2027	1651
8510	22	25	24	28	19	23	50	39	41
984	1747	1724	1241	1382	1522	1357	2044	1326	2314
728661	1222	1209	1845	2374	945	889	2301	1473	2030
8511	5	3	4	8	2	5	26	22	10
728642	1140	1247	900	1038	952	936	1507	963	1718
9906	1257	1316	1995	2400	985	902	2113	1418	2013
112268218	117	117	116	141	82	79	176	122	157
65220	1565	1471	1176	1377	1303	1174	2917	2123	2764
2782	14239	13864	11800	13407	12985	10475	23460	21615	21885
105378949	6	12	13	18	10	21	18	25	19
163688	5	7	4	4	4	8	13	11	14
339456	2	4	5	3	1	3	9	5	5
85452	0	0	0	0	0	0	1	0	0
107984872	0	0	0	0	0	0	0	0	0
105378589	0	1	0	0	0	1	0	0	0
2563	0	1	0	0	1	0	0	0	1
105378590	0	0	0	0	0	0	0	0	0
105378591	0	0	0	0	0	0	0	0	0
5590	75	91	87	110	79	62	158	181	299
100506504	27	31	25	20	21	13	49	48	87
199990	870	888	776	1026	754	712	1244	1441	1258
112268219	113	109	97	95	89	80	207	125	223
105378593	5	9	14	12	5	3	7	8	9
6497	3086	3259	2385	2946	1863	1992	5400	2209	4705
79906	144	161	134	163	116	119	141	137	143
100129534	34	48	34	52	16	23	39	34	28
11079	3402	3295	3273	3747	3712	3016	6436	10611	5386
5192	678	705	614	851	636	572	1014	1178	1014
9651	10	19	7	27	5	6	17	10	49
55229	901	907	793	941	791	708	1142	947	1664
388585	0	0	0	1	0	0	1	0	3
115110	8	4	18	12	8	8	28	22	43
8764	49	32	97	103	48	31	254	185	373
100996583	2	1	1	1	0	0	0	3	1
127281	755	732	556	809	627	565	1071	1084	1597
79258	88	87	66	101	68	70	97	114	170
105378597	1	0	0	2	0	1	0	0	0
100287898	7	7	9	11	5	4	2	10	4
105378603	0	0	0	0	0	0	0	0	0
105378602	0	0	0	0	0	0	0	0	0
105378601	0	0	0	0	0	0	0	0	0
112268220	0	0	0	0	0	0	0	0	0
107985732	0	0	0	0	0	0	0	0	0
105378600	0	0	0	0	0	0	0	0	0
105378598	0	0	0	0	0	1	0	0	0
107984904	0	0	0	0	0	0	0	0	0
105378599	0	0	0	0	0	0	0	0	0
140625	0	0	0	0	0	0	0	0	0
440556	0	0	0	0	0	0	0	0	0
63976	0	1	0	0	0	0	0	0	1
100422968	0	0	0	0	0	0	0	0	0
105378606	0	0	0	0	0	1	0	0	0
107984909	0	0	0	0	0	0	0	0	0
105378605	0	0	0	0	0	0	0	0	0
105378604	14	18	4	6	13	16	20	7	23
27237	1	0	1	1	0	3	11	2	5
1953	611	612	978	1026	90	99	6590	239	932
105378608	0	0	0	0	0	0	3	2	1
693135	0	0	0	0	0	0	0	0	0
105378607	0	0	0	0	0	0	0	0	0
127262	1361	1560	1524	2727	2031	1841	3205	6423	2592
49856	378	409	332	338	364	379	537	467	621
7161	7	7	2	9	6	6	5	7	9
105378610	0	0	0	0	0	0	0	0	0
105378609	0	0	0	0	0	0	0	0	0
57212	426	509	319	581	396	411	732	641	1233
148870	0	0	0	0	0	1	1	0	0
388588	1	3	6	12	0	2	23	4	19
57470	1695	1676	1121	1562	1542	1434	2158	1792	2313
9731	1187	1407	1046	1168	1210	1215	1928	1938	2012
1677	226	224	166	235	181	160	246	123	240
107984910	25	29	19	26	23	31	21	25	28
339448	790	845	722	699	817	692	930	526	965
100133612	7	10	8	7	16	15	12	36	6
728716	0	0	0	0	0	0	0	0	0
105376672	0	0	0	0	0	0	0	0	0
105376673	0	0	0	0	0	0	0	0	0
284661	0	0	0	0	0	0	0	0	2
105376674	0	0	0	0	0	0	0	0	0
105376679	0	0	0	0	0	0	0	0	0
107985376	0	0	0	0	0	0	0	0	0
55966	0	0	0	0	0	1	0	0	47
105376680	0	0	0	0	0	0	0	0	0
102724429	0	0	0	0	0	0	0	0	0
105376681	0	0	0	0	0	0	0	0	0
105376682	0	0	0	0	0	0	0	0	0
107984911	0	0	0	0	0	0	0	0	0
105376686	0	0	0	0	0	0	0	0	0
100616421	0	0	0	0	0	0	0	0	0
261734	537	513	450	524	337	356	611	309	913
8514	379	476	446	598	401	427	676	545	1617
26038	7	10	1	4	2	9	9	3	9
105376687	0	0	0	0	0	0	0	0	0
6146	6114	6361	6269	7048	7029	5568	7578	7495	6965
107985733	62	49	61	23	62	51	52	40	35
102724450	0	2	2	2	0	2	9	5	3
388591	107	127	141	144	42	41	270	125	215
23463	6247	5735	4274	3951	4218	3738	10113	6778	7973
148645	6	3	1	1	9	1	9	6	4
390992	0	0	0	0	0	0	0	0	0
387509	234	260	272	377	273	266	722	1004	882
11332	2495	2325	2175	1803	2273	1962	2967	4076	2589
54626	5	1	2	1	4	5	16	78	11
83715	8	5	8	11	11	15	10	25	25
100422975	0	0	0	0	0	0	0	0	0
8718	126	128	220	170	177	167	148	302	542
57449	671	650	912	976	1075	910	1166	2294	2579
79707	1782	1740	1010	1006	1506	1572	1734	1047	2160
80835	2	0	0	1	2	2	2	0	4
107984912	1	0	0	0	1	0	0	0	0
3104	285	258	232	267	237	247	310	329	373
9903	1861	2016	1712	2905	2575	2968	3867	4705	3362
107984913	12	11	21	30	10	10	37	33	22
148479	1006	985	749	883	641	557	1772	780	1393
90326	786	762	547	645	742	704	1012	850	1162
55735	2236	2116	1346	1618	2067	1861	2622	2186	2867
100505887	0	0	0	0	0	0	0	0	0
110841581	2	0	1	1	0	0	3	4	4
23261	490	436	457	428	468	408	1018	656	880
105376692	0	0	0	0	0	0	0	0	0
102725193	2	0	0	0	0	0	0	0	0
101928836	0	0	0	0	1	0	0	0	0
105376691	0	0	1	0	1	0	0	0	1
105376689	1	0	1	0	0	0	1	0	0
9341	2897	3220	2873	3063	2952	2470	6735	8960	4222
8863	725	1118	800	685	368	342	1272	79	737
10911	1	2	0	1	0	2	0	1	0
3604	0	0	0	1	1	0	2	21	13
11315	3899	3467	3308	3578	3916	3133	6113	7064	6203
54206	1724	2096	3371	1550	4541	3755	6725	7203	3869
107984915	0	1	0	0	0	0	0	1	0
102724539	0	0	0	0	0	0	0	0	0
105376695	0	0	0	0	0	0	0	0	0
50651	39	40	68	91	25	17	94	45	43
473	3106	3314	2759	3554	2335	2484	3967	3241	4782
102724552	6	5	4	5	1	6	1	0	1
106632271	0	0	0	0	0	0	0	0	1
2023	71255	64265	54702	67967	69447	55590	73275	45877	70048
102465436	5	2	2	1	4	2	1	0	2
100505975	8	3	8	12	6	9	7	11	12
112268261	0	0	0	1	1	1	18	61	21
765	0	0	0	0	0	0	0	0	0
155184	0	0	0	0	0	0	0	0	0
6518	13	3	38	23	16	6	50	45	7
80045	237	250	224	270	241	254	563	658	400
106614088	237	245	396	290	409	222	236	309	359
407040	1	1	2	0	2	2	1	1	1
102724571	28	21	20	41	28	13	53	80	20
9563	2180	1996	3083	3360	1731	1328	5455	2617	3616
80176	554	610	1061	1017	977	776	863	1155	1906
100506022	14	11	14	15	12	14	32	13	17
84275	300	346	266	329	340	321	308	295	421
199953	1053	1159	509	515	655	803	1065	323	1404
107985734	10	16	10	4	8	10	6	4	9
105376712	0	0	0	0	0	1	0	0	0
5293	963	1211	809	1086	863	819	1976	1752	6473
644997	0	0	0	0	0	0	0	0	0
101929074	13	9	1	30	9	2	34	14	6
22883	5266	5272	4399	5447	3747	3924	7696	9023	11556
56998	342	274	487	468	296	233	689	729	960
105376717	28	23	24	32	19	22	19	25	30
84328	1382	1552	1311	1294	1375	1252	1803	1425	1662
64802	367	363	257	350	293	372	819	714	547
113391335	2	1	4	1	3	0	0	0	2
100847055	0	0	0	0	0	0	0	1	0
116362	0	0	0	1	0	0	1	2	1
10277	2051	2279	2117	2268	1981	1684	3699	2615	2889
23095	1960	2697	2204	2208	2478	2078	3763	4273	3161
105376725	3	10	5	2	1	2	1	0	3
5226	6301	6726	11297	12125	6098	5706	5680	5724	6923
100526739	221	226	167	163	199	180	269	140	238
378708	232	232	171	165	210	189	331	159	287
1325	25	29	15	24	21	17	16	21	18
1676	2856	2859	1636	1847	2267	2383	4068	4440	3904
5195	760	789	577	648	628	537	1199	869	1027
54897	9	14	6	9	7	6	29	37	21
105376733	0	0	0	0	0	0	0	0	0
105376735	0	0	0	0	0	0	0	0	0
148345	1	0	0	0	0	2	0	0	0
23435	4922	5016	3555	2894	4124	3668	5962	3933	5842
10747	53	79	61	42	62	48	43	23	63
6723	5549	5459	2806	3780	4409	4908	7092	10434	6165
5394	2729	2887	2269	2021	2587	2190	3370	1879	3868
105376736	100	85	70	68	78	70	72	51	75
2475	4029	4082	3109	3301	3853	3413	5535	6057	6028
100873935	55	57	45	42	61	38	47	47	52
10218	10	8	9	9	7	9	1	4	4
29914	973	1052	733	899	971	910	1235	1233	1233
105376737	1	0	1	0	0	2	0	0	0
105376739	0	1	0	0	0	0	0	0	0
105376740	1	0	0	0	1	1	0	0	0
57540	0	1	0	0	0	1	0	6	7
112268221	0	0	0	0	0	1	0	0	1
101929181	2	0	1	1	0	0	0	4	0
26232	16	35	27	95	9	18	171	120	180
93611	345	338	416	539	305	306	542	740	826
26270	76	103	122	223	109	99	189	331	232
10459	1327	1198	1069	964	915	781	1424	709	1031
374946	0	0	0	1	2	1	4	7	1
57085	330	404	452	495	531	549	916	1509	896
284498	82	82	187	351	78	80	185	144	101
102724659	0	0	0	1	0	0	0	0	0
4524	410	387	853	1515	446	367	1065	836	654
1185	839	894	2287	3175	1021	777	680	657	1021
100379251	121	114	358	453	158	116	80	74	117
4878	28	23	97	92	43	30	8	11	12
4879	1	3	0	0	1	3	2	3	3
26829	0	0	1	0	1	0	2	1	1
90231	2266	2294	1568	2152	2103	1784	2705	3264	2642
5351	10648	10736	11405	12829	9524	8717	28081	23762	27155
9927	5643	5149	3773	4503	5181	4332	7579	7124	7477
60672	507	511	398	479	415	413	470	436	817
102466982	2	1	2	1	1	1	1	1	1
943	0	0	2	2	0	3	3	0	9
102465836	0	0	0	0	0	0	0	0	0
7133	7	9	24	8	49	33	46	21	351
100616438	0	0	0	0	0	0	0	0	0
107984917	0	0	0	1	0	0	0	0	0
55187	1722	2318	2152	2158	1878	1498	4231	3361	2712
677885	2	5	7	5	1	2	2	2	1
105376744	1	2	2	0	2	2	0	0	2
9249	8	8	14	22	6	5	353	52	0
102466722	0	0	0	0	0	0	0	0	0
343066	0	0	0	0	0	0	0	0	0
126767	0	0	0	0	0	0	0	0	0
93190	1	0	0	0	0	0	0	0	0
390999	0	0	0	0	0	0	0	0	1
65121	0	1	0	0	0	0	0	0	0
105376745	0	0	0	0	0	0	0	0	0
440560	0	0	0	0	0	0	0	0	0
343069	5	3	2	4	3	3	158	157	182
65122	0	0	0	0	0	0	0	0	0
400735	0	0	0	0	0	0	0	0	0
343071	0	0	0	0	0	0	0	0	0
441871	0	0	0	0	0	0	0	0	0
440561	0	0	0	0	0	0	0	0	0
101929983	0	0	0	0	0	0	0	0	0
649330	0	0	0	0	0	0	0	1	0
441873	0	0	0	0	0	0	0	0	0
649324	0	0	0	0	0	0	0	0	0
440563	1	0	0	1	0	0	104	98	121
645354	0	0	0	0	0	0	0	0	0
645359	0	0	0	0	0	0	0	0	0
101060301	0	0	0	0	0	0	1	1	0
343070	0	0	0	0	0	0	0	0	0
400736	0	0	0	0	0	0	0	0	0
391003	0	0	0	0	0	0	0	0	0
343068	0	0	0	0	0	0	0	0	0
391002	0	0	0	0	0	0	0	0	0
645382	0	0	0	0	0	0	0	0	0
653619	0	0	0	0	0	0	0	0	0
729528	0	0	0	0	0	0	0	0	0
645414	0	0	0	0	0	0	0	0	0
391004	0	0	0	0	0	0	0	0	0
645425	0	0	0	0	0	0	0	0	0
126755	0	0	0	0	0	0	0	0	0
102724856	0	0	0	0	0	0	0	0	0
107984918	0	0	0	0	0	0	0	0	0
10630	1	0	0	0	0	1	0	0	2
107984919	0	0	0	0	0	0	0	0	0
105378612	0	0	0	0	1	0	0	0	1
105376756	0	0	0	0	0	0	0	0	0
7799	872	1189	1062	959	882	758	1885	963	1198
23254	216	235	102	144	102	104	575	148	208
107985467	0	0	0	1	0	0	0	0	0
107985468	0	0	0	0	0	0	0	0	0
105376762	0	0	0	0	0	0	0	0	0
105376759	0	1	0	2	0	0	1	2	0
107985469	0	0	0	0	0	0	0	0	0
200197	2	1	1	2	3	1	3	7	3
55092	231	270	273	371	245	258	289	263	801
727684	2	4	2	3	2	3	1	1	1
114827	4	4	3	5	2	6	1	4	1
101927417	2	2	0	1	1	1	1	2	1
101927441	4	7	6	6	4	7	0	4	4
79180	2082	2040	1672	2075	2297	1834	2735	1540	4159
11330	3	1	2	6	0	2	4	1	2
63036	0	1	1	0	0	0	1	1	1
105376767	2	1	1	1	3	0	0	0	0
51032	3	5	6	4	2	1	4	0	2
842	191	182	240	335	189	136	400	413	385
23341	553	817	830	725	699	593	1657	1396	1076
107397391	0	1	1	0	0	0	0	1	1
79814	8	4	7	7	11	11	71	38	75
84301	501	774	716	619	809	668	1358	729	1256
6248	132	173	150	138	207	148	299	164	226
23207	3843	3985	3076	4118	3782	3926	4917	5495	5385
284723	21	22	29	21	18	26	27	28	29
110806303	1	2	1	2	1	2	1	1	1
388595	0	0	0	0	2	0	0	1	1
54751	2319	2842	2244	4075	2534	2481	5582	4797	3725
440567	146	119	94	115	212	129	601	1019	636
729614	67	57	46	56	44	44	89	48	75
23013	3100	4238	2588	2566	2153	2539	4309	1559	4779
7709	1077	1137	798	1015	965	938	1217	946	1665
149563	0	0	0	0	0	0	0	0	0
27129	31	16	13	17	26	8	915	572	10
1187	0	0	0	0	0	0	2	0	0
1188	0	0	0	0	0	0	2	1	1
348487	8	17	22	43	21	35	22	34	13
1969	6182	7286	2952	4852	4760	4685	5798	5128	11397
101927479	69	82	57	93	53	66	75	112	46
128272	247	227	205	264	129	109	292	43	212
101927546	29	25	45	47	14	7	47	35	39
79363	66	71	79	95	69	69	184	163	122
54455	713	714	597	732	678	587	1313	1213	1282
26099	3957	3713	3264	4022	3712	2906	7066	4608	6437
374955	1684	1556	1554	1915	1565	1257	3344	2023	3097
55707	1364	1240	1338	1596	1396	1122	2939	3052	2635
107984921	47	46	38	53	27	37	37	37	43
114819	161	204	193	183	101	108	137	104	170
26871	2	2	0	2	4	3	6	2	3
107985757	0	0	0	0	0	0	0	0	0
100132147	1	1	0	0	0	0	1	0	0
107985758	0	0	0	0	0	0	0	0	0
7195	0	0	0	0	0	0	0	0	0
55672	1821	2067	1811	2090	1242	1057	1779	955	1348
105376794	589	641	556	531	420	496	463	298	750
84809	332	342	282	346	246	317	345	242	486
11209	30	28	32	56	15	20	44	31	54
107985736	3	2	1	4	0	2	3	2	1
26869	1	1	1	1	3	2	3	1	2
107985759	0	0	0	0	0	0	0	0	0
284729	0	0	0	0	0	0	0	0	0
100189045	0	0	0	0	0	0	0	0	0
6060	1	0	2	1	1	3	4	1	2
11223	14	19	21	26	6	10	32	21	30
100500876	0	0	0	0	0	0	0	0	0
100189298	0	0	0	0	0	0	0	0	0
112267871	1	0	0	1	0	0	0	0	0
7193	0	0	0	0	0	0	0	0	0
100189183	0	0	0	0	0	0	0	0	0
105376805	8	5	7	5	12	4	8	4	8
791226	0	0	0	0	0	0	0	0	0
26870	0	0	2	1	1	2	2	1	3
9696	545	557	537	717	409	388	685	517	934
4237	434	406	555	684	399	355	1077	1001	1471
105376806	102	96	129	138	88	79	108	96	175
23400	872	1062	697	998	704	712	1562	2292	1583
6390	2005	1967	1265	1589	2487	2019	2359	3855	2511
11240	0	1	0	0	0	1	1	1	1
105376808	0	0	0	0	0	1	0	0	0
400743	4	4	1	1	3	9	3	9	2
29943	8	13	2	8	2	5	25	20	6
51702	0	1	0	0	0	0	0	1	4
100616188	0	0	0	0	0	0	0	0	0
23569	0	0	0	0	0	0	0	0	0
353238	0	0	0	0	0	0	0	0	0
55920	3031	3065	1977	1879	2227	2203	3359	1245	5105
55160	543	636	629	815	447	455	899	671	964
107984028	0	0	0	0	0	1	0	0	0
81569	3	0	1	0	2	3	3	3	1
105376809	0	0	0	0	0	0	0	0	0
105376812	0	0	0	0	0	0	0	0	0
101927876	0	0	0	0	0	0	0	0	0
84966	0	0	0	0	0	0	0	0	0
105376814	0	0	0	0	0	0	0	1	0
127707	0	0	0	0	0	0	0	0	1
5081	0	0	0	0	0	0	0	1	0
80834	0	0	0	1	0	0	0	0	0
8659	326	291	367	452	233	208	1181	1082	552
100616120	0	0	0	0	0	0	0	0	0
100302276	0	0	0	0	0	0	0	0	0
126917	970	1195	754	1017	793	817	1921	724	1118
105376815	0	0	0	1	0	0	1	0	0
23352	16564	17574	12889	12687	12075	11428	20662	14899	16292
101927895	246	211	147	151	201	159	143	217	166
23065	5485	5153	3474	3456	4091	3971	6776	7974	7644
51154	2490	2313	1202	1240	2415	2218	2180	1430	2875
246181	45	36	32	37	24	26	85	72	91
22977	34	40	34	36	16	20	62	41	61
100506730	104	94	118	94	70	69	157	71	154
8574	1065	1083	1159	1256	967	789	1904	1543	1586
54896	650	809	680	1158	797	860	760	1147	1402
832	8684	8154	7244	8217	8579	7113	17743	18205	17879
105376819	1	0	0	2	2	1	5	8	2
105376818	0	0	0	0	0	0	0	0	1
105376817	0	1	3	1	0	0	0	1	0
105378614	0	0	0	0	0	0	1	1	0
440574	922	857	912	874	1117	985	1651	2669	2198
100532736	1422	1292	2040	1920	1501	1276	5648	4258	7853
644068	13	12	12	12	12	10	274	275	261
4681	1176	1090	1820	1686	1192	987	5454	3885	7606
3362	5	1	3	4	4	1	6	0	7
255104	622	649	584	837	387	305	1211	226	701
54546	0	0	1	0	0	0	0	0	0
105376823	2	1	4	1	2	2	1	0	2
23252	528	633	419	326	622	553	679	659	645
30814	1	0	0	0	0	0	0	0	0
5320	0	0	0	0	0	1	0	1	0
5322	0	0	0	0	0	0	0	0	0
26279	1	0	0	0	0	0	0	1	0
64600	0	0	0	0	0	0	0	1	0
391013	0	0	0	0	0	0	0	0	0
127733	0	0	0	0	0	0	1	0	0
101928017	0	0	0	0	0	0	0	0	0
105376825	0	1	0	0	1	0	0	0	0
105376826	0	0	0	0	0	0	0	0	0
105376827	0	0	0	0	0	0	0	0	0
105376828	0	0	0	0	0	0	0	0	0
127731	0	0	0	0	0	0	0	1	0
339505	0	0	0	2	1	0	0	0	0
55450	2257	2131	2192	2375	2598	2372	5063	7858	2992
79594	1039	1057	902	1213	968	919	1855	1922	1654
163933	0	1	0	2	2	0	13	1	8
978	24	23	11	33	44	44	104	116	48
65018	1087	1270	907	1719	1207	1113	2823	3824	2397
102464833	15	22	10	29	18	12	29	44	22
100861548	1101	1244	974	1609	1099	1090	2107	2493	1999
1650	6460	6871	6364	8008	6188	5581	11855	11660	11887
57576	169	191	73	151	66	70	314	99	97
400745	486	714	374	921	362	533	753	734	248
112268222	805	919	792	657	566	537	1302	466	1092
50809	4669	5406	4315	3733	3310	2966	7607	2513	5389
8672	2953	4221	3885	3468	3543	2969	7562	4943	5918
105376830	5	8	10	3	7	6	3	0	1
105376829	8	6	7	6	5	7	3	0	2
100302155	0	0	0	1	0	0	0	0	1
1889	7617	7756	10951	12136	6806	5113	20897	26388	35072
100506801	17	7	18	16	12	5	7	14	15
105376832	0	0	0	0	0	0	0	0	0
84224	621	658	508	844	327	321	937	448	690
249	3	7	11	10	12	16	15	62	34
105376834	0	0	0	0	0	0	0	0	0
5909	3	3	0	4	1	3	4	5	7
84196	1445	2015	1781	1377	1526	1409	3186	2156	2893
401944	520	555	283	365	173	265	1045	229	434
3339	8928	10170	5466	6810	2806	3799	19928	4140	5416
23436	0	0	0	0	0	0	0	0	0
10136	0	0	0	0	0	0	0	0	0
101928043	5	5	10	7	3	4	4	3	4
29092	281	293	297	372	220	224	370	113	292
112268223	14	15	19	25	15	18	20	18	17
998	5269	4972	5240	4925	6305	4792	8484	9156	8333
54361	38	15	22	10	12	25	3	10	20
105376845	8	13	6	10	14	15	8	7	21
105376850	4	10	5	12	8	6	1	2	4
107985377	0	0	0	0	2	0	0	0	0
100616433	0	0	0	0	0	0	0	0	0
105376856	0	0	0	0	0	0	0	0	0
9923	1062	1148	1060	1052	1086	985	1239	1062	1538
2046	0	0	0	0	0	0	0	1	0
102466615	0	0	0	0	0	0	0	0	0
712	0	0	0	0	0	0	0	0	0
714	0	0	0	0	0	0	0	0	1
713	0	0	0	0	0	0	0	0	0
2048	146	189	125	146	163	184	547	388	2572
100616391	0	0	0	0	0	0	0	0	0
100422914	3	3	5	3	4	4	8	3	26
646262	0	0	0	0	0	0	0	0	0
729059	0	0	1	0	0	1	1	3	0
23028	2546	2358	1836	1865	2263	1838	3150	1693	3391
100422866	0	0	0	0	1	1	0	0	0
7798	2618	2921	2207	2907	2650	2138	4058	4026	4063
3352	1	2	0	0	1	1	6	1	2
100996511	61	66	56	61	32	38	19	4	33
10236	5458	6002	4574	3415	5009	4004	6721	2779	7135
80818	267	319	322	425	272	221	726	544	425
148898	33	21	18	28	12	11	37	20	22
6920	365	341	529	660	123	98	616	66	59
55616	216	257	347	487	119	67	703	203	320
1870	308	299	113	61	48	60	287	4	95
101928163	10	12	4	2	3	1	4	0	1
105376859	114	53	162	56	34	28	144	29	5
3399	3023	3650	172	350	1582	2004	5528	1806	6378
107984928	0	1	0	2	0	0	0	0	0
259283	0	0	0	0	0	1	1	0	1
6135	13224	11783	11318	13899	14579	11551	21485	19650	18897
6924	2828	2718	2193	2147	3266	2904	4440	5199	4196
100506963	169	198	196	178	201	179	299	326	284
57095	1064	1037	759	764	1093	1105	1609	1645	1463
105376860	78	80	88	102	108	90	89	73	76
11313	979	922	1001	1294	1450	1151	1927	2181	2069
2582	1493	1491	965	1418	1876	1790	1392	907	2305
3155	347	327	392	457	374	312	841	1159	516
105376861	1	0	0	0	0	1	0	0	0
2517	110	136	232	356	96	81	903	1238	354
1269	0	0	1	1	0	0	2	0	1
107984929	0	0	0	0	1	0	0	0	0
100616492	0	0	0	0	0	0	0	0	0
55629	1193	1460	1302	947	1291	1037	2126	985	1830
10772	2299	3324	2545	1723	2523	2024	4429	2439	4048
105378615	0	0	0	0	0	0	0	0	0
105376863	0	0	0	0	0	0	1	0	1
107984931	0	0	0	0	0	1	0	1	0
127294	0	0	0	1	0	1	0	0	0
107985737	0	0	0	0	0	0	0	0	0
105376864	0	0	1	1	0	0	0	0	0
58985	0	0	0	0	0	0	1	0	1
163702	0	0	0	0	0	1	1	6	1
284632	0	0	0	0	0	0	0	0	0
105376871	0	0	0	0	0	0	1	0	0
57822	1	2	4	3	1	1	0	5	4
90529	566	640	414	573	504	537	716	776	556
57185	4413	4787	2989	4755	3332	2907	11159	20320	5531
100750325	2	0	3	0	2	0	3	3	2
11123	436	471	481	412	407	360	1195	510	1008
100506985	20	23	25	21	18	11	58	19	56
400746	0	0	0	0	0	0	0	1	0
10250	3489	3931	2801	2227	3156	2893	5017	2526	4901
25932	12144	16862	18947	15037	10711	8412	43115	28253	16727
105376876	0	1	0	1	0	1	1	0	0
864	0	0	0	0	1	1	0	0	6
102465437	0	0	0	0	0	0	0	0	0
107984932	0	0	0	1	1	0	0	0	0
105376878	4	8	5	2	7	7	0	3	13
100616365	0	0	0	0	0	0	0	0	0
105376879	0	0	0	0	0	0	0	0	0
25949	613	759	827	860	925	722	1056	1264	1279
57035	646	766	798	758	573	556	776	658	895
105376882	1	0	0	1	0	2	2	0	0
6007	23	23	17	14	19	10	15	6	7
23585	1496	1618	1293	1374	1484	1336	3327	3130	2475
6006	763	807	690	664	772	638	1485	1304	1136
55219	501	623	942	885	804	531	1081	1272	948
